trade_date,signal_date,split,strategy,position,market_open_return,turnover,cost_bps,net_return,nav,baseline_position,active_text_score,position_delta,text_confirmed,realized_volatility
2024-01-30,2024-01-29,discovery,v5_quality_text_alpha,-0.7367882749185835,-0.007846983815595898,0.008596589613632633,5.0,0.0057772673740001295,1.0163273619700548,-0.7367882749185835,0.0,0.0,False,0.25
2024-01-31,2024-01-30,discovery,mature_market_baseline,-0.7904613967528364,-0.022738507167572863,0.05367312183425299,5.0,0.0179470755748369,1.034567465944106,-0.7904613967528364,0.0,0.0,False,0.25
2024-01-31,2024-01-30,discovery,v5_quality_text_alpha,-0.7904613967528364,-0.022738507167572863,0.05367312183425299,5.0,0.0179470755748369,1.034567465944106,-0.7904613967528364,0.0,0.0,False,0.25
2024-02-01,2024-01-31,discovery,mature_market_baseline,-0.7974806857789691,0.007587253414264028,0.007019289026132691,5.0,-0.006054197700499169,1.028303989970776,-0.7974806857789691,0.0,0.0,False,0.25
2024-02-01,2024-01-31,discovery,v5_quality_text_alpha,-0.7974806857789691,0.007587253414264028,0.007019289026132691,5.0,-0.006054197700499169,1.028303989970776,-0.7974806857789691,0.0,0.0,False,0.25
2024-02-02,2024-02-01,discovery,mature_market_baseline,-0.5346326656356294,0.008032128514056325,0.26284802014333974,5.0,-0.00442566228826955,1.0237530637814851,-0.5346326656356294,0.0,0.0,False,0.25
2024-02-02,2024-02-01,discovery,v5_quality_text_alpha,-0.5346326656356294,0.008032128514056325,0.26284802014333974,5.0,-0.00442566228826955,1.0237530637814851,-0.5346326656356294,0.0,0.0,False,0.25
2024-02-05,2024-02-02,discovery,mature_market_baseline,-0.4123304732063915,0.0004980079681276006,0.1223021924292379,5.0,-0.00026649495737322604,1.023480238752392,-0.4123304732063915,0.0,0.0,False,0.25
2024-02-05,2024-02-02,discovery,v5_quality_text_alpha,-0.4123304732063915,0.0004980079681276006,0.1223021924292379,5.0,-0.00026649495737322604,1.023480238752392,-0.4123304732063915,0.0,0.0,False,0.25
2024-02-06,2024-02-05,discovery,mature_market_baseline,-0.329039620897336,-0.03334992533598802,0.08329085230905547,5.0,0.01093180136335343,1.0346687214217507,-0.329039620897336,0.0,0.0,False,0.25
2024-02-06,2024-02-05,discovery,v5_quality_text_alpha,-0.329039620897336,-0.03334992533598802,0.08329085230905547,5.0,0.01093180136335343,1.0346687214217507,-0.329039620897336,0.0,0.0,False,0.25
2024-02-07,2024-02-06,discovery,mature_market_baseline,-0.5869638960992007,0.005149330587023604,0.25792427520186473,5.0,-0.0031514332812630913,1.0314080319779801,-0.5869638960992007,0.0,0.0,False,0.25
2024-02-07,2024-02-06,discovery,v5_quality_text_alpha,-0.5869638960992007,0.005149330587023604,0.25792427520186473,5.0,-0.0031514332812630913,1.0314080319779801,-0.5869638960992007,0.0,0.0,False,0.25
2024-02-08,2024-02-07,discovery,mature_market_baseline,-0.5075807235561294,-0.006147540983606592,0.07938317254307137,5.0,0.0030806817142784576,1.0345854718420548,-0.5075807235561294,0.0,0.0,False,0.25
2024-02-08,2024-02-07,discovery,v5_quality_text_alpha,-0.5075807235561294,-0.006147540983606592,0.07938317254307137,5.0,0.0030806817142784576,1.0345854718420548,-0.5075807235561294,0.0,0.0,False,0.25
2024-02-19,2024-02-08,discovery,mature_market_baseline,-0.834394459996833,-0.020618556701030966,0.32681373644070366,5.0,0.017040602616250466,1.0522154317402612,-0.834394459996833,0.0,0.0,False,0.25
2024-02-19,2024-02-08,discovery,v5_quality_text_alpha,-0.834394459996833,-0.020618556701030966,0.32681373644070366,5.0,0.017040602616250466,1.0522154317402612,-0.834394459996833,0.0,0.0,False,0.25
2024-02-20,2024-02-19,discovery,mature_market_baseline,-0.8321162503458229,-0.02421052631578946,0.00227820965101011,5.0,0.02014483327196809,1.0734121361788607,-0.8321162503458229,0.0,0.0,False,0.25
2024-02-20,2024-02-19,discovery,v5_quality_text_alpha,-0.8321162503458229,-0.02421052631578946,0.00227820965101011,5.0,0.02014483327196809,1.0734121361788607,-0.8321162503458229,0.0,0.0,False,0.25
2024-02-21,2024-02-20,discovery,mature_market_baseline,-0.8626286925832152,0.045846817691477915,0.030512442237392245,5.0,-0.03956403662541931,1.0309436191089107,-0.8626286925832152,0.0,0.0,False,0.25
2024-02-21,2024-02-20,discovery,v5_quality_text_alpha,-0.8626286925832152,0.045846817691477915,0.030512442237392245,5.0,-0.03956403662541931,1.0309436191089107,-0.8626286925832152,0.0,0.0,False,0.25
2024-02-22,2024-02-21,discovery,mature_market_baseline,-0.8017279163111173,0.012377514182568383,0.06090077627209789,5.0,-0.0099538490428379,1.0206817619526236,-0.8017279163111173,0.0,0.0,False,0.25
2024-02-22,2024-02-21,discovery,v5_quality_text_alpha,-0.8017279163111173,0.012377514182568383,0.06090077627209789,5.0,-0.0099538490428379,1.0206817619526236,-0.8017279163111173,0.0,0.0,False,0.25
2024-02-23,2024-02-22,discovery,mature_market_baseline,-0.6120166244203468,0.03922567498726437,0.18971129189077052,5.0,-0.024101620842260554,0.996081677125431,-0.6120166244203468,0.0,0.0,False,0.28109504573652394
2024-02-23,2024-02-22,discovery,v5_quality_text_alpha,-0.6120166244203468,0.03922567498726437,0.18971129189077052,5.0,-0.024101620842260554,0.996081677125431,-0.6120166244203468,0.0,0.0,False,0.28109504573652394
2024-02-26,2024-02-23,discovery,mature_market_baseline,-0.419991115260393,0.002941176470588225,0.19202550915995376,5.0,-0.001331280740639952,0.9947556127725696,-0.419991115260393,0.0,0.0,False,0.2797037910214484
2024-02-26,2024-02-23,discovery,v5_quality_text_alpha,-0.419991115260393,0.002941176470588225,0.19202550915995376,5.0,-0.001331280740639952,0.9947556127725696,-0.419991115260393,0.0,0.0,False,0.2797037910214484
2024-02-27,2024-02-26,discovery,mature_market_baseline,-0.2982585457565549,0.053763440860215006,0.1217325695038381,5.0,-0.016096271970588192,0.9787437558851133,-0.2982585457565549,0.0,0.0,False,0.30688788596317246
2024-02-27,2024-02-26,discovery,v5_quality_text_alpha,-0.2982585457565549,0.053763440860215006,0.1217325695038381,5.0,-0.016096271970588192,0.9787437558851133,-0.2982585457565549,0.0,0.0,False,0.30688788596317246
2024-02-28,2024-02-27,discovery,mature_market_baseline,-0.024552146533178703,0.006029684601113194,0.2737063992233762,5.0,-0.00028489489948707044,0.9784649167811569,-0.024552146533178703,0.0,0.0,False,0.30042553246246484
2024-02-28,2024-02-27,discovery,v5_quality_text_alpha,-0.024552146533178703,0.006029684601113194,0.2737063992233762,5.0,-0.00028489489948707044,0.9784649167811569,-0.024552146533178703,0.0,0.0,False,0.30042553246246484
2024-02-29,2024-02-28,discovery,mature_market_baseline,0.2096549572132459,0.0991240202858461,0.2342071037464246,5.0,0.020664738679960774,0.9986846385939491,0.2096549572132459,0.0,0.0,False,0.34143281254579333
2024-02-29,2024-02-28,discovery,v5_quality_text_alpha,0.2096549572132459,0.0991240202858461,0.2342071037464246,5.0,0.020664738679960774,0.9986846385939491,0.2096549572132459,0.0,0.0,False,0.34143281254579333
2024-03-01,2024-02-29,discovery,mature_market_baseline,0.6198604301743935,0.015100671140939603,0.4102054729611476,5.0,0.0091552057728643,1.0078278019624753,0.6198604301743935,0.0,0.0,False,0.3348489476986831
2024-03-01,2024-02-29,discovery,v5_quality_text_alpha,0.6198604301743935,0.015100671140939603,0.4102054729611476,5.0,0.0091552057728643,1.0078278019624753,0.6198604301743935,0.0,0.0,False,0.3348489476986831
2024-03-04,2024-03-01,discovery,mature_market_baseline,0.4336902932377374,-0.023140495867768562,0.18617013693665613,5.0,-0.010128893507027526,0.9976196214829758,0.4336902932377374,0.0,0.0,False,0.4433235431596426
2024-03-04,2024-03-01,discovery,v5_quality_text_alpha,0.4336902932377374,-0.023140495867768562,0.18617013693665613,5.0,-0.010128893507027526,0.9976196214829758,0.4336902932377374,0.0,0.0,False,0.4433235431596426
2024-03-05,2024-03-04,discovery,mature_market_baseline,0.46344358024230864,-0.06260575296108295,0.02975328700457125,5.0,-0.029029110939552086,0.9686596108154726,0.46344358024230864,0.0,0.0,False,0.43602647608200057
2024-03-05,2024-03-04,discovery,v5_quality_text_alpha,0.46344358024230864,-0.06260575296108295,0.02975328700457125,5.0,-0.029029110939552086,0.9686596108154726,0.46344358024230864,0.0,0.0,False,0.43602647608200057
2024-03-06,2024-03-05,discovery,mature_market_baseline,0.3537915368039779,0.03790613718411562,0.10965204343833074,5.0,0.013356044506951511,0.9815970716896104,0.3537915368039779,0.0,0.0,False,0.4364992374819077
2024-03-06,2024-03-05,discovery,v5_quality_text_alpha,0.3537915368039779,0.03790613718411562,0.10965204343833074,5.0,0.013356044506951511,0.9815970716896104,0.3537915368039779,0.0,0.0,False,0.4364992374819077
2024-03-07,2024-03-06,discovery,mature_market_baseline,0.12870717410818305,-0.01565217391304352,0.22508436269579485,5.0,-0.0021270892543455507,0.9795091271063223,0.12870717410818305,0.0,0.0,False,0.4710624194274643
2024-03-07,2024-03-06,discovery,v5_quality_text_alpha,0.12870717410818305,-0.01565217391304352,0.22508436269579485,5.0,-0.0021270892543455507,0.9795091271063223,0.12870717410818305,0.0,0.0,False,0.4710624194274643
2024-03-08,2024-03-07,discovery,mature_market_baseline,0.14324912305784707,-0.003975265017667873,0.014541948949664013,5.0,-0.0005767242021782917,0.9789442204864656,0.14324912305784707,0.0,0.0,False,0.47411606922607263
2024-03-08,2024-03-07,discovery,v5_quality_text_alpha,0.14324912305784707,-0.003975265017667873,0.014541948949664013,5.0,-0.0005767242021782917,0.9789442204864656,0.14324912305784707,0.0,0.0,False,0.47411606922607263
2024-03-11,2024-03-08,discovery,mature_market_baseline,0.13530344146703902,0.046119733924611994,0.007945681590808051,5.0,0.006236185878748748,0.985049098610346,0.13530344146703902,0.0,0.0,False,0.46949160475430113
2024-03-11,2024-03-08,discovery,v5_quality_text_alpha,0.13530344146703902,0.046119733924611994,0.007945681590808051,5.0,0.006236185878748748,0.985049098610346,0.13530344146703902,0.0,0.0,False,0.46949160475430113
2024-03-12,2024-03-11,discovery,mature_market_baseline,0.1437932458099632,0.02755404832556163,0.008489804342924179,5.0,0.003957841141765626,0.988947766459485,0.1437932458099632,0.0,0.0,False,0.4624862711348131
2024-03-12,2024-03-11,discovery,v5_quality_text_alpha,0.1437932458099632,0.02755404832556163,0.008489804342924179,5.0,0.003957841141765626,0.988947766459485,0.1437932458099632,0.0,0.0,False,0.4624862711348131
2024-03-13,2024-03-12,discovery,mature_market_baseline,0.13200296411815882,-0.014026402640264002,0.011790281691804377,5.0,-0.0018574218652755191,0.9871108732544478,0.13200296411815882,0.0,0.0,False,0.47052009941103207
2024-03-13,2024-03-12,discovery,v5_quality_text_alpha,0.13200296411815882,-0.014026402640264002,0.011790281691804377,5.0,-0.0018574218652755191,0.9871108732544478,0.13200296411815882,0.0,0.0,False,0.47052009941103207
2024-03-14,2024-03-13,discovery,mature_market_baseline,0.15194219374105003,-0.06025104602510456,0.019939229622891214,5.0,-0.009164645723058805,0.9780643518116916,0.15194219374105003,0.0,0.0,False,0.4678376350599947
2024-03-14,2024-03-13,discovery,v5_quality_text_alpha,0.15194219374105003,-0.06025104602510456,0.019939229622891214,5.0,-0.009164645723058805,0.9780643518116916,0.15194219374105003,0.0,0.0,False,0.4678376350599947
2024-03-15,2024-03-14,discovery,mature_market_baseline,0.12493837360734374,0.021371326803205637,0.027003820133706294,5.0,0.002656596902556692,0.9806626745392156,0.12493837360734374,0.0,0.0,False,0.4637531195966758
2024-03-15,2024-03-14,discovery,v5_quality_text_alpha,0.12493837360734374,0.021371326803205637,0.027003820133706294,5.0,0.002656596902556692,0.9806626745392156,0.12493837360734374,0.0,0.0,False,0.4637531195966758
2024-03-18,2024-03-15,discovery,mature_market_baseline,0.08596484373798993,0.012641673931996555,0.038973529869353804,5.0,0.0010672527592160276,0.9817092894844777,0.08596484373798993,0.0,0.0,False,0.4871527863378633
2024-03-18,2024-03-15,discovery,v5_quality_text_alpha,0.08596484373798993,0.012641673931996555,0.038973529869353804,5.0,0.0010672527592160276,0.9817092894844777,0.08596484373798993,0.0,0.0,False,0.4871527863378633
2024-03-19,2024-03-18,discovery,mature_market_baseline,0.1088730357225294,-0.01463624623331894,0.022908191984539472,5.0,-0.0016049466549961392,0.980133698444141,0.1088730357225294,0.0,0.0,False,0.4830103153154872
2024-03-19,2024-03-18,discovery,v5_quality_text_alpha,0.1088730357225294,-0.01463624623331894,0.022908191984539472,5.0,-0.0016049466549961392,0.980133698444141,0.1088730357225294,0.0,0.0,False,0.4830103153154872
2024-03-20,2024-03-19,discovery,mature_market_baseline,0.08229290630809452,0.031017911751856753,0.026580129414434883,5.0,0.0025392640409610742,0.9826225166999345,0.08229290630809452,0.0,0.0,False,0.4772584227801961
2024-03-20,2024-03-19,discovery,v5_quality_text_alpha,0.08229290630809452,0.031017911751856753,0.026580129414434883,5.0,0.0025392640409610742,0.9826225166999345,0.08229290630809452,0.0,0.0,False,0.4772584227801961
2024-03-21,2024-03-20,discovery,mature_market_baseline,0.10416207748975101,-0.006779661016949157,0.021869171181656488,5.0,-0.0007171181617925304,0.9819178602470227,0.10416207748975101,0.0,0.0,False,0.47320460917013085
2024-03-21,2024-03-20,discovery,v5_quality_text_alpha,0.10416207748975101,-0.006779661016949157,0.021869171181656488,5.0,-0.0007171181617925304,0.9819178602470227,0.10416207748975101,0.0,0.0,False,0.47320460917013085
2024-03-22,2024-03-21,discovery,mature_market_baseline,0.10688461582402686,-0.021757679180887335,0.0027225383342758536,5.0,-0.002326922449638708,0.9796330135343126,0.10688461582402686,0.0,0.0,False,0.4725027545170055
2024-03-22,2024-03-21,discovery,v5_quality_text_alpha,0.10688461582402686,-0.021757679180887335,0.0027225383342758536,5.0,-0.002326922449638708,0.9796330135343126,0.10688461582402686,0.0,0.0,False,0.4725027545170055
2024-03-25,2024-03-22,discovery,mature_market_baseline,0.0652807470938385,-0.05887483645878766,0.041603868730188356,5.0,-0.0038641952434223144,0.975847520303114,0.0652807470938385,0.0,0.0,False,0.46782415619185636
2024-03-25,2024-03-22,discovery,v5_quality_text_alpha,0.0652807470938385,-0.05887483645878766,0.041603868730188356,5.0,-0.0038641952434223144,0.975847520303114,0.0652807470938385,0.0,0.0,False,0.46782415619185636
2024-03-26,2024-03-25,discovery,mature_market_baseline,-0.024889602021154617,0.013438368860055672,0.09017034911499312,5.0,-0.00037956082729775946,0.9754771268109913,-0.024889602021154617,0.0,0.0,False,0.47208759141144574
2024-03-26,2024-03-25,discovery,v5_quality_text_alpha,-0.024889602021154617,0.013438368860055672,0.09017034911499312,5.0,-0.00037956082729775946,0.9754771268109913,-0.024889602021154617,0.0,0.0,False,0.47208759141144574
2024-03-27,2024-03-26,discovery,mature_market_baseline,-0.08259487332532381,-0.005029721079103822,0.05770527130416919,5.0,0.00038657653973820657,0.9758542233832677,-0.08259487332532381,0.0,0.0,False,0.4936072573961141
2024-03-27,2024-03-26,discovery,v5_quality_text_alpha,-0.08259487332532381,-0.005029721079103822,0.05770527130416919,5.0,0.00038657653973820657,0.9758542233832677,-0.08259487332532381,0.0,0.0,False,0.4936072573961141
2024-03-28,2024-03-27,discovery,mature_market_baseline,-0.11521075229874689,0.0009191176470588758,0.03261587897342308,5.0,-0.00012220017505541874,0.9757349738263417,-0.11521075229874689,0.0,0.0,False,0.49437033565205835
2024-03-28,2024-03-27,discovery,v5_quality_text_alpha,-0.11521075229874689,0.0009191176470588758,0.03261587897342308,5.0,-0.00012220017505541874,0.9757349738263417,-0.11521075229874689,0.0,0.0,False,0.49437033565205835
2024-03-29,2024-03-28,discovery,mature_market_baseline,-0.25338517048741316,-0.016528925619834656,0.13817441818866627,5.0,0.004119097427061243,0.9797541212465235,-0.25338517048741316,0.0,0.0,False,0.4934352518081097
2024-03-29,2024-03-28,discovery,v5_quality_text_alpha,-0.25338517048741316,-0.016528925619834656,0.13817441818866627,5.0,0.004119097427061243,0.9797541212465235,-0.25338517048741316,0.0,0.0,False,0.4934352518081097
2024-04-01,2024-03-29,discovery,mature_market_baseline,-0.26338900404861953,0.053221288515406195,0.010003833561206377,5.0,-0.014022904093037674,0.9660151231695251,-0.26338900404861953,0.0,0.0,False,0.4933858681087839
2024-04-01,2024-03-29,discovery,v5_quality_text_alpha,-0.26338900404861953,0.053221288515406195,0.010003833561206377,5.0,-0.014022904093037674,0.9660151231695251,-0.26338900404861953,0.0,0.0,False,0.4933858681087839
2024-04-02,2024-04-01,discovery,mature_market_baseline,-0.14034942734647002,-0.011081560283687897,0.12303957670214952,5.0,0.0014937708515699072,0.9674581284026914,-0.14034942734647002,0.0,0.0,False,0.493822277879311
2024-04-02,2024-04-01,discovery,v5_quality_text_alpha,-0.14034942734647002,-0.011081560283687897,0.12303957670214952,5.0,0.0014937708515699072,0.9674581284026914,-0.14034942734647002,0.0,0.0,False,0.493822277879311
2024-04-03,2024-04-02,discovery,mature_market_baseline,-0.12836527239628273,0.008516360376512822,0.011984154950187287,5.0,-0.001099196997031071,0.9663947013331978,-0.12836527239628273,0.0,0.0,False,0.5098365027041907
2024-04-03,2024-04-02,discovery,v5_quality_text_alpha,-0.12836527239628273,0.008516360376512822,0.011984154950187287,5.0,-0.001099196997031071,0.9663947013331978,-0.12836527239628273,0.0,0.0,False,0.5098365027041907
2024-04-08,2024-04-03,discovery,mature_market_baseline,-0.142588893977337,0.01333333333333342,0.01422362158105428,5.0,-0.0019082970638216994,0.9645505331621509,-0.142588893977337,0.0,0.0,False,0.5109847699214638
2024-04-08,2024-04-03,discovery,v5_quality_text_alpha,-0.142588893977337,0.01333333333333342,0.01422362158105428,5.0,-0.0019082970638216994,0.9645505331621509,-0.142588893977337,0.0,0.0,False,0.5109847699214638
2024-04-09,2024-04-08,discovery,mature_market_baseline,-0.08091667561062249,0.007456140350877272,0.06167221836671452,5.0,-0.0006341621992625664,0.9639388516747409,-0.08091667561062249,0.0,0.0,False,0.5104528540504218
2024-04-09,2024-04-08,discovery,v5_quality_text_alpha,-0.08091667561062249,0.007456140350877272,0.06167221836671452,5.0,-0.0006341621992625664,0.9639388516747409,-0.08091667561062249,0.0,0.0,False,0.5104528540504218
2024-04-10,2024-04-09,discovery,mature_market_baseline,-0.03132266093585812,0.006530256856769778,0.04959401467476437,5.0,-0.00022934202868604456,0.9637177799829685,-0.03132266093585812,0.0,0.0,False,0.5067317233556894
2024-04-10,2024-04-09,discovery,v5_quality_text_alpha,-0.03132266093585812,0.006530256856769778,0.04959401467476437,5.0,-0.00022934202868604456,0.9637177799829685,-0.03132266093585812,0.0,0.0,False,0.5067317233556894
2024-04-11,2024-04-10,discovery,mature_market_baseline,-0.0380849263393746,-0.039359861591695466,0.006762265403516481,5.0,0.0014956362967459432,0.9651591512745304,-0.0380849263393746,0.0,0.0,False,0.5067261042526268
2024-04-11,2024-04-10,discovery,v5_quality_text_alpha,-0.0380849263393746,-0.039359861591695466,0.006762265403516481,5.0,0.0014956362967459432,0.9651591512745304,-0.0380849263393746,0.0,0.0,False,0.5067261042526268
2024-04-12,2024-04-11,discovery,mature_market_baseline,-0.11825503924582693,0.019360648356596233,0.08017011290645233,5.0,-0.0023295792876871684,0.9629107365063996,-0.11825503924582693,0.0,0.0,False,0.5066658443511497
2024-04-12,2024-04-11,discovery,v5_quality_text_alpha,-0.11825503924582693,0.019360648356596233,0.08017011290645233,5.0,-0.0023295792876871684,0.9629107365063996,-0.11825503924582693,0.0,0.0,False,0.5066658443511497
2024-04-15,2024-04-12,discovery,mature_market_baseline,-0.11769172244659351,-0.01590106007067138,0.0005633167992334237,5.0,0.0018711414900444499,0.9647124787366861,-0.11769172244659351,0.0,0.0,False,0.5179238034540224
2024-04-15,2024-04-12,discovery,v5_quality_text_alpha,-0.11769172244659351,-0.01590106007067138,0.0005633167992334237,5.0,0.0018711414900444499,0.9647124787366861,-0.11769172244659351,0.0,0.0,False,0.5179238034540224
2024-04-16,2024-04-15,discovery,mature_market_baseline,-0.05494187574257483,-0.026929982046678624,0.06274984670401867,5.0,0.0014482088040063787,0.9661095838417274,-0.05494187574257483,0.0,0.0,False,0.5110221421235761
2024-04-16,2024-04-15,discovery,v5_quality_text_alpha,-0.05494187574257483,-0.026929982046678624,0.06274984670401867,5.0,0.0014482088040063787,0.9661095838417274,-0.05494187574257483,0.0,0.0,False,0.5110221421235761
2024-04-17,2024-04-16,discovery,mature_market_baseline,-0.1957622807265034,0.013837638376383854,0.14082040498392856,5.0,-0.0027792978509214566,0.9634244775516014,-0.1957622807265034,0.0,0.0,False,0.5134737163462313
2024-04-17,2024-04-16,discovery,v5_quality_text_alpha,-0.1957622807265034,0.013837638376383854,0.14082040498392856,5.0,-0.0027792978509214566,0.9634244775516014,-0.1957622807265034,0.0,0.0,False,0.5134737163462313
2024-04-18,2024-04-17,discovery,mature_market_baseline,-0.16566802663478747,-0.015468607825295688,0.030094254091715927,5.0,0.0025476066061583097,0.9658789041151464,-0.16566802663478747,0.0,0.0,False,0.5185760197099141
2024-04-18,2024-04-17,discovery,v5_quality_text_alpha,-0.16566802663478747,-0.015468607825295688,0.030094254091715927,5.0,0.0025476066061583097,0.9658789041151464,-0.16566802663478747,0.0,0.0,False,0.5185760197099141
2024-04-19,2024-04-18,discovery,mature_market_baseline,-0.15899997984934178,0.003696857670979714,0.0066680467854456915,5.0,-0.000591134318584382,0.9653079399473273,-0.15899997984934178,0.0,0.0,False,0.5155819255344285
2024-04-19,2024-04-18,discovery,v5_quality_text_alpha,-0.15899997984934178,0.003696857670979714,0.0066680467854456915,5.0,-0.000591134318584382,0.9653079399473273,-0.15899997984934178,0.0,0.0,False,0.5155819255344285
2024-04-22,2024-04-19,discovery,mature_market_baseline,-0.2083903773732871,0.0004604051565377798,0.049390397523945334,5.0,-0.00012063920307748793,0.9651914859667278,-0.2083903773732871,0.0,0.0,False,0.5129988527308609
2024-04-22,2024-04-19,discovery,v5_quality_text_alpha,-0.2083903773732871,0.0004604051565377798,0.049390397523945334,5.0,-0.00012063920307748793,0.9651914859667278,-0.2083903773732871,0.0,0.0,False,0.5129988527308609
2024-04-23,2024-04-22,discovery,mature_market_baseline,-0.18174527853374445,0.010584445467096248,0.026645098839542664,5.0,-0.0019369955389624079,0.9633219143641657,-0.18174527853374445,0.0,0.0,False,0.502059630939308
2024-04-23,2024-04-22,discovery,v5_quality_text_alpha,-0.18174527853374445,0.010584445467096248,0.026645098839542664,5.0,-0.0019369955389624079,0.9633219143641657,-0.18174527853374445,0.0,0.0,False,0.502059630939308
2024-04-24,2024-04-23,discovery,mature_market_baseline,-0.14409345603455243,0.006375227686703067,0.03765182249919202,5.0,-0.0009374545016338058,0.9624188438990224,-0.14409345603455243,0.0,0.0,False,0.5015762613082078
2024-04-24,2024-04-23,discovery,v5_quality_text_alpha,-0.14409345603455243,0.006375227686703067,0.03765182249919202,5.0,-0.0009374545016338058,0.9624188438990224,-0.14409345603455243,0.0,0.0,False,0.5015762613082078
2024-04-25,2024-04-24,discovery,mature_market_baseline,-0.022731271620097308,-0.0063348416289592535,0.12136218441445512,5.0,8.331791353094492e-05,0.962499030629039,-0.022731271620097308,0.0,0.0,False,0.4935165576604228
2024-04-25,2024-04-24,discovery,v5_quality_text_alpha,-0.022731271620097308,-0.0063348416289592535,0.12136218441445512,5.0,8.331791353094492e-05,0.962499030629039,-0.022731271620097308,0.0,0.0,False,0.4935165576604228
2024-04-26,2024-04-25,discovery,mature_market_baseline,-0.042674103545074636,-0.0009107468123861207,0.01994283192497733,5.0,2.8893887812623307e-05,0.9625268409680496,-0.042674103545074636,0.0,0.0,False,0.49361702913055655
